        -nan         -nan         -nan         -nan
        -nan         -nan         -nan         -nan
        -nan         -nan         -nan         -nan
  0.00513764    -0.017782     0.999829  -0.00181996
    0.999925   -0.0109661  -0.00545622    0.0351002
   0.0110213     0.999887    0.0101789   -0.0715968
  0.00534398   -0.0102382     0.999933   -0.0025749
    0.999892   -0.0143236  -0.00317109    0.0203323
   0.0143601     0.999827    0.0117921   -0.0827559
  0.00300164   -0.0118363     0.999925  -0.00106018
    0.999832    -0.017767  -0.00456101    0.0294548
   0.0177992     0.999816   0.00712905   -0.0555135
  0.00443351  -0.00720903     0.999964  -0.00216475
    0.999699   -0.0243486  -0.00307181    0.0200682
   0.0243624     0.999693   0.00452895   -0.0419148
  0.00296059  -0.00460242     0.999985  -0.00142876
    0.999972   0.00519443  -0.00533867    0.0341141
 -0.00507818     0.999755    0.0215633    -0.134736
  0.00544937   -0.0215356     0.999753   -0.0016296
     0.99997  -0.00504514  -0.00579411    0.0372348
  0.00512416     0.999893    0.0137051   -0.0910108
  0.00572435   -0.0137344     0.999889  -0.00261592
    0.999983  -9.5033e-05  -0.00586483    0.0376965
 0.000199594     0.999841    0.0178304    -0.114694
   0.0058622   -0.0178312     0.999824  -0.00237453
    0.999937   0.00987788  -0.00540078    0.0345707
 -0.00973625     0.999624    0.0256493    -0.158069
   0.0056521   -0.0255951     0.999656  -0.00124564
    0.999838    0.0174839  -0.00418699    0.0267408
  -0.0173463     0.999372      0.03091    -0.186186
  0.00472479   -0.0308324     0.999513  0.000235668
    0.999766    0.0212391   -0.0041122    0.0263579
  -0.0210847     0.999182    0.0345205    -0.206785
  0.00484202   -0.0344258     0.999396  0.000810994
    0.999556    0.0297056  -0.00226649    0.0147219
  -0.0295914     0.998763    0.0399568    -0.235194
  0.00345063    -0.039872     0.999199   0.00285688
    0.999667    0.0256865  -0.00235884    0.0151937
  -0.0255814     0.998983    0.0371202    -0.219867
  0.00330994   -0.0370475     0.999308   0.00233079
    0.999315    0.0370189 -4.21108e-05  0.000879894
  -0.0369789     0.998286    0.0453642    -0.264059
  0.00172137   -0.0453316     0.998971   0.00521449
    0.999469    0.0325177   -0.0018612    0.0122404
  -0.0324079     0.998552    0.0429331     -0.25208
  0.00325459     -0.04285     0.999076   0.00368994
    0.999194    0.0401295  0.000287549  -0.00110121
  -0.0400986     0.998088    0.0470394     -0.27233
  0.00160067    -0.047013     0.998893   0.00574827
    0.999161     0.040938   0.00130015  -0.00750358
  -0.0409523     0.997942    0.0493367     -0.28598
 0.000722272   -0.0493486     0.998781   0.00702441
    0.999427    0.0338433 -0.000211559   0.00185153
  -0.0338025     0.998491    0.0432765    -0.253102
  0.00167586   -0.0432446     0.999063   0.00469376
    0.999536     -0.03031  -0.00302334    0.0200681
   0.0303111      0.99954  0.000313401   -0.0179032
  0.00301245 -0.000404896     0.999995  -0.00154476
    0.999698    -0.024172  -0.00447957    0.0292445
   0.0241842     0.999704   0.00267729   -0.0304279
  0.00441353  -0.00278481     0.999986  -0.00229263
    0.999556   -0.0294422   -0.0045517    0.0300336
   0.0294441     0.999566  0.000355843   -0.0181236
  0.00453924 -0.000489706      0.99999  -0.00236669
    0.999388    -0.034843  -0.00320766    0.0215582
   0.0348377     0.999392   -0.0016903   -0.0070445
   0.0032646   0.00157752     0.999993  -0.00166534
    0.999709   -0.0235378  -0.00529653     0.034687
   0.0235527     0.999719    0.0027691   -0.0310625
  0.00522986  -0.00289304     0.999982  -0.00277283
    0.999433   -0.0333113  -0.00481295    0.0320285
   0.0333121     0.999445  8.78969e-05   -0.0180937
  0.00480735 -0.000248176     0.999988  -0.00245113
    0.999595    -0.027927  -0.00542086    0.0358055
   0.0279388     0.999607    0.0021131   -0.0290192
  0.00535972   -0.0022637     0.999983  -0.00279474
    0.999496   -0.0312357  -0.00568531    0.0378221
   0.0312534     0.999507   0.00305133   -0.0365745
   0.0055872  -0.00322748     0.999979  -0.00279743
    0.999278   -0.0378256  -0.00357694    0.0242116
   0.0378199     0.999283  -0.00164475  -0.00839297
  0.00363659   0.00150828     0.999992  -0.00180953
    0.999336   -0.0360734  -0.00516798    0.0346171
    0.036081     0.999348   0.00139861   -0.0275765
  0.00511416  -0.00158415     0.999986  -0.00249868
    0.999215   -0.0394015   -0.0040603    0.0275651
   0.0394015     0.999223 -9.45057e-05    -0.018659
  0.00406087 -6.55503e-05     0.999992  -0.00193306
    0.999729   -0.0226453  -0.00546439    0.0359677
   0.0226701     0.999733   0.00451266   -0.0422071
  0.00536074  -0.00463531     0.999975  -0.00282169
     0.99964   -0.0262357  -0.00554944    0.0368129
   0.0262633     0.999643   0.00494505   -0.0468397
  0.00541772  -0.00508902     0.999972  -0.00274889
    0.999748   -0.0218716  -0.00508861    0.0337247
   0.0219075     0.999735     0.007097   -0.0589575
  0.00493204  -0.00720669     0.999962  -0.00247615
    0.999823   -0.0180614  -0.00521074    0.0342393
   0.0180994     0.999809   0.00734009   -0.0583983
  0.00507717   -0.0074331     0.999959  -0.00262636
    0.999823   -0.0179708   -0.0054911    0.0358369
   0.0180018     0.999822   0.00564716   -0.0469795
  0.00538864  -0.00574501     0.999969  -0.00285952
      0.9999     -0.01307  -0.00541317    0.0352671
   0.0131191     0.999872   0.00913574   -0.0670443
  0.00529307  -0.00920585     0.999944  -0.00270867
    0.999912    -0.012027  -0.00560143    0.0362536
   0.0120757     0.999889   0.00875066   -0.0634989
  0.00549556  -0.00881753     0.999946  -0.00281031
    0.999827   -0.0178405  -0.00532924    0.0345776
   0.0178695     0.999825   0.00544615   -0.0452097
  0.00523115  -0.00554044     0.999971  -0.00273151
    0.999959  -0.00712176  -0.00565587    0.0365731
  0.00719281     0.999894    0.0126435   -0.0859448
  0.00556523   -0.0126837     0.999904  -0.00266158
    0.999961  -0.00772368  -0.00435928    0.0285655
  0.00779365     0.999837    0.0162684    -0.111249
  0.00423291   -0.0163018     0.999858  -0.00164245
    0.999984  -0.00270298  -0.00506123    0.0329473
  0.00279876     0.999815    0.0190144    -0.125511
  0.00500889   -0.0190282     0.999806  -0.00191021
    0.999974  -0.00514816  -0.00500316     0.032549
  0.00522846     0.999856    0.0161707    -0.108335
  0.00491919   -0.0161964     0.999857   -0.0020646
    0.999984    0.0028594  -0.00495621     0.032116
 -0.00274093     0.999714    0.0237463    -0.152052
  0.00502269   -0.0237324     0.999706  -0.00134204
    0.999984  0.000714678   -0.0056856    0.0367864
-0.000598784     0.999793    0.0203596    -0.131315
  0.00569897   -0.0203558     0.999777   -0.0021376
    0.999957   0.00743146  -0.00557284    0.0359236
 -0.00728442     0.999636    0.0259579    -0.162517
  0.00576372   -0.0259162     0.999648  -0.00143544
    0.999944   0.00943568  -0.00482358    0.0311631
  -0.0092862     0.999503    0.0301257    -0.188238
  0.00510543   -0.0300792     0.999534 -0.000382263
    0.999979  -0.00284125  -0.00588363    0.0380379
  0.00293959     0.999855    0.0167726    -0.110186
  0.00583512   -0.0167895     0.999842  -0.00252655
    0.999973   0.00394888   -0.0062485    0.0402113
 -0.00380927     0.999746    0.0221989    -0.140426
  0.00633458   -0.0221745     0.999734   -0.0022321
    0.999944  -0.00895246  -0.00558709    0.0363517
   0.0090238     0.999876    0.0128773   -0.0890928
  0.00547112    -0.012927     0.999901  -0.00262443
    0.999887   -0.0141043  -0.00521814    0.0342162
   0.0141585     0.999845       0.0105    -0.076978
  0.00506923   -0.0105727     0.999931  -0.00250767
    0.999934   -0.0104068  -0.00496412    0.0325178
   0.0104732     0.999853    0.0135459   -0.0948756
  0.00482242    -0.013597     0.999896  -0.00219711
    0.999878   -0.0148546  -0.00486795     0.032134
   0.0149124     0.999816    0.0120568   -0.0880876
  0.00468795   -0.0121279     0.999915   -0.0021703
    0.999826   -0.0179449  -0.00501581    0.0331535
   0.0179922     0.999793    0.0095395   -0.0730729
  0.00484358  -0.00962809     0.999942  -0.00236471
    0.999917   -0.0121635  -0.00418484    0.0276377
    0.012222     0.999824    0.0142532    -0.101181
  0.00401073   -0.0143032      0.99989  -0.00164038
    0.999785    0.0204169   -0.0036182    0.0234234
  -0.0202616     0.999044     0.038745     -0.23532
   0.0044058   -0.0386634     0.999243    0.0018447
    0.999492     0.031853  0.000518651  -0.00294092
  -0.0318422     0.998387    0.0470012    -0.279112
 0.000979315   -0.0469938     0.998895   0.00635853
    0.999521    0.0309448 -0.000333647   0.00245055
  -0.0309013     0.998583    0.0433146    -0.256233
  0.00167354   -0.0432835     0.999061   0.00488461
    0.999253    0.0384208   0.00422699   -0.0263788
  -0.0385895     0.997883    0.0523454    -0.307304
 -0.00220689   -0.0524694      0.99862    0.0102289
    0.999202     0.039681   0.00447156   -0.0279262
  -0.0398522     0.998012    0.0488303    -0.284102
 -0.00252504   -0.0489695     0.998797   0.00934749
    0.998984    0.0443227   0.00816601   -0.0510764
  -0.0446924     0.997611    0.0526797    -0.303956
  -0.0058116   -0.0529911     0.998578    0.0129046
    0.999088    0.0419784   0.00785532   -0.0492097
   -0.042343     0.997636    0.0541327    -0.314661
 -0.00556434    -0.054416     0.998503    0.0132708
    0.999381    0.0351682 -0.000235979   0.00200478
  -0.0351214     0.998356     0.045287    -0.265044
  0.00182825   -0.0452507     0.998974   0.00520138
     0.99908    0.0426452   0.00442758   -0.0273055
  -0.0428136     0.997826    0.0500945    -0.289174
 -0.00228167    -0.050238     0.998735   0.00935527
     0.99969     0.024631  -0.00355808     0.022949
   -0.024478     0.998976    0.0380478    -0.227034
  0.00449159   -0.0379489      0.99927   0.00170027
    0.999893    0.0135545  -0.00556161    0.0357019
  -0.0133825     0.999464     0.029866    -0.182822
  0.00596345   -0.0297884     0.999538 -0.000844381
    0.999808    0.0192622  -0.00365031    0.0235299
  -0.0191228     0.999204    0.0350041    -0.211983
  0.00432166   -0.0349276     0.999381    0.0011575
    0.999174     -0.04038  -0.00466046    0.0315648
   0.0403906     0.999182   0.00221398   -0.0334447
  0.00456724  -0.00240039     0.999987  -0.00201764
    0.999273   -0.0376895  -0.00567495    0.0380766
   0.0377102     0.999282   0.00358636   -0.0420032
   0.0055357  -0.00379776     0.999977  -0.00251619
    0.999235   -0.0386009  -0.00631565    0.0423743
   0.0386416     0.999232   0.00645689   -0.0605662
  0.00606156    -0.006696     0.999959  -0.00248951
     0.99915    -0.040857  -0.00541624    0.0365642
   0.0408852      0.99915   0.00520453   -0.0524602
    0.005199  -0.00542156     0.999972  -0.00205943
    0.999359   -0.0351723  -0.00664416    0.0444454
   0.0352217     0.999352   0.00746536   -0.0663974
  0.00637728   -0.0076946      0.99995  -0.00271044
    0.999209   -0.0391163  -0.00712334    0.0477575
   0.0391845     0.999185   0.00970233   -0.0814457
  0.00673801  -0.00997378     0.999928  -0.00241716
    0.999321   -0.0361107  -0.00733001    0.0490676
   0.0361861     0.999291    0.0104312   -0.0857878
  0.00694813   -0.0106893     0.999919  -0.00260808
    0.999287   -0.0368518  -0.00816155    0.0546521
   0.0369593     0.999226    0.0134415    -0.105446
   0.0076599   -0.0137335     0.999876  -0.00248114
    0.999149   -0.0407457  -0.00638994    0.0429718
   0.0407994     0.999131   0.00849998   -0.0732708
  0.00603805  -0.00875345     0.999943   -0.0020749
    0.999201   -0.0391309  -0.00812046    0.0543763
   0.0392347     0.999145    0.0130451    -0.102821
  0.00760305   -0.0133533     0.999882  -0.00231308
    0.999174   -0.0399271  -0.00753328    0.0504803
   0.0400155     0.999127    0.0119748   -0.0950545
  0.00704859   -0.0122664       0.9999  -0.00203112
    0.999446   -0.0325724  -0.00677839    0.0454123
   0.0326446     0.999408    0.0108233   -0.0875196
  0.00642184   -0.0110386     0.999918  -0.00249144
      0.9994   -0.0338081  -0.00753927    0.0505578
   0.0339065     0.999336    0.0133181     -0.10417
    0.007084   -0.0135658     0.999883  -0.00242357
    0.999526   -0.0301509  -0.00625897    0.0421089
   0.0302293      0.99946    0.0128473    -0.100128
  0.00586824   -0.0130304     0.999898  -0.00206349
    0.999569   -0.0288091   -0.0056568    0.0380011
   0.0288704     0.999522    0.0110541   -0.0879361
  0.00533564   -0.0112127     0.999923  -0.00208858
    0.999501   -0.0309613  -0.00626565    0.0418807
   0.0310132     0.999484   0.00836919   -0.0710105
  0.00600329  -0.00855933     0.999945  -0.00261795
    0.999622   -0.0269802  -0.00530746    0.0355428
   0.0270284     0.999592   0.00922547    -0.075251
  0.00505639  -0.00936543     0.999943  -0.00220553
    0.999563   -0.0289761     -0.00583    0.0388515
   0.0290127     0.999559   0.00629506   -0.0567901
  0.00564503  -0.00646145     0.999963  -0.00269118
    0.999418   -0.0335433  -0.00614672    0.0410232
   0.0335736     0.999424    0.0048929   -0.0492913
  0.00597906  -0.00509643     0.999969   -0.0027996
    0.999681   -0.0247413  -0.00513331     0.034221
   0.0247809     0.999663    0.0077937   -0.0649133
  0.00493875  -0.00791842     0.999956  -0.00234493
    0.999174    -0.039734  -0.00857096    0.0572372
   0.0398629     0.999086    0.0154309    -0.117039
  0.00794999   -0.0157598     0.999844  -0.00186355
    0.999201   -0.0389091  -0.00917721    0.0612889
    0.039054     0.999106     0.016176    -0.122668
  0.00853962   -0.0165214     0.999827  -0.00217162
    0.999217   -0.0382321   -0.0101393    0.0675883
   0.0384205     0.999079    0.0190872    -0.141064
  0.00940019   -0.0194618     0.999766   -0.0019679
    0.999208    -0.038621  -0.00954288    0.0635611
   0.0387959     0.999069    0.0188779     -0.13872
  0.00880491   -0.0192332     0.999776  -0.00158661
    0.999263   -0.0370518   -0.0100314    0.0669818
   0.0372332     0.999135    0.0185385    -0.138073
  0.00933579   -0.0188983     0.999778  -0.00224126
    0.999262   -0.0368075   -0.0109932    0.0731845
   0.0370403     0.999076    0.0217769    -0.157819
   0.0101815    -0.022168     0.999702  -0.00170193
    0.999268    -0.036695   -0.0108255    0.0722345
   0.0369115     0.999108    0.0205215    -0.150658
   0.0100628   -0.0209061     0.999731  -0.00209909
    0.999308   -0.0353752   -0.0114953    0.0766606
   0.0356229     0.999121    0.0221054    -0.160284
   0.0107032   -0.0224996      0.99969  -0.00195219
    0.999286   -0.0363354   -0.0103865    0.0690403
   0.0365593     0.999084    0.0222553    -0.159646
  0.00956832   -0.0226192     0.999698  -0.00120104
    0.999337   -0.0345045   -0.0116355    0.0773933
   0.0347774     0.999104    0.0241243     -0.17212
   0.0107926   -0.0245129     0.999641  -0.00138748
    0.999403   -0.0327751   -0.0108921    0.0723017
   0.0330432     0.999131    0.0254194    -0.178884
   0.0100495   -0.0257641     0.999618 -0.000690971
    0.999339   -0.0349582  -0.00997546    0.0667235
   0.0351381     0.999212    0.0184673    -0.137432
  0.00932201   -0.0188056      0.99978  -0.00235551
    0.999332    -0.034981   -0.0105478    0.0705544
   0.0351798     0.999195    0.0192921    -0.142621
  0.00986448   -0.0196503     0.999758  -0.00233277
    0.999404   -0.0333212  -0.00905832    0.0607937
   0.0334619     0.999314    0.0158468    -0.120086
  0.00852408   -0.0161405     0.999833  -0.00249719
    0.999428   -0.0327466  -0.00847076    0.0568464
    0.032878     0.999333     0.015866    -0.120285
  0.00794556   -0.0161354     0.999838  -0.00236919
    0.999355   -0.0346898  -0.00929633    0.0621934
   0.0348461     0.999244    0.0172122    -0.129391
  0.00869222    -0.017525     0.999809  -0.00240353
    0.999458   -0.0320039  -0.00776334    0.0521178
   0.0321207     0.999365    0.0154108    -0.117256
  0.00726521   -0.0156518     0.999851  -0.00223421
     0.99938    -0.034184  -0.00844537    0.0565424
    0.034312     0.999291    0.0155064    -0.118308
  0.00790931   -0.0157865     0.999844  -0.00241641
    0.999274   -0.0369889  -0.00914684    0.0611359
   0.0371337     0.999179    0.0162036    -0.123135
  0.00853998   -0.0165315     0.999827  -0.00238227
    0.999489   -0.0311882  -0.00698062    0.0469097
   0.0312862     0.999407    0.0143973    -0.110507
  0.00652745   -0.0146083     0.999872  -0.00211431
    0.999613   -0.0277224  -0.00247492    0.0171643
   0.0277284     0.999613   0.00242422   -0.0312277
  0.00240676  -0.00249191     0.999994  -0.00122743
    0.999668   -0.0256458  -0.00264772     0.018265
   0.0256595     0.999657   0.00529347   -0.0496382
  0.00251106  -0.00535965     0.999982  -0.00119858
    0.999636   -0.0267541  -0.00360848    0.0246643
   0.0267817     0.999611   0.00783395   -0.0664345
  0.00339749  -0.00792774     0.999963  -0.00143246
    0.999676   -0.0251801   -0.0036362    0.0247931
   0.0252141     0.999636   0.00962627   -0.0778283
  0.00339248  -0.00971483     0.999947  -0.00133953
     0.99971   -0.0238915  -0.00289624    0.0198657
    0.023913     0.999685   0.00764742   -0.0646548
  0.00271262  -0.00771446     0.999967  -0.00120209
    0.999625   -0.0269852  -0.00461197     0.031281
   0.0270369     0.999568    0.0115503   -0.0908041
  0.00429829   -0.0116706     0.999923   -0.0015311
    0.999716   -0.0235438   -0.0038063    0.0258541
   0.0235835     0.999664    0.0107377   -0.0845727
  0.00355221   -0.0108244     0.999935  -0.00137622
    0.999664   -0.0255408  -0.00449484    0.0304401
   0.0255932       0.9996    0.0120046   -0.0933514
  0.00418643   -0.0121156     0.999918  -0.00148993
      0.9997   -0.0240919  -0.00441523    0.0298444
   0.0241429     0.999638    0.0118949   -0.0921162
  0.00412706   -0.0119979      0.99992  -0.00153032
    0.999746   -0.0223436  -0.00308833    0.0210885
    0.022372     0.999704   0.00951008    -0.076408
  0.00287493  -0.00957675      0.99995  -0.00118814
    0.999747   -0.0221524  -0.00389695    0.0263909
   0.0221955     0.999689     0.011405   -0.0884412
  0.00364309   -0.0114886     0.999927  -0.00141313
    0.999774   -0.0209804   -0.0033279    0.0226199
   0.0210153      0.99972    0.0108364   -0.0846179
  0.00309961   -0.0109039     0.999936  -0.00124101
    0.999589   -0.0281589  -0.00544275    0.0367446
   0.0282289     0.999514    0.0132256    -0.102032
  0.00506769   -0.0133738     0.999898  -0.00168504
    0.999624   -0.0269515  -0.00506139    0.0341665
   0.0270126     0.999558    0.0124164   -0.0964033
  0.00472451   -0.0125484      0.99991   -0.0016758
    0.999551   -0.0293604  -0.00593252    0.0400298
   0.0294384     0.999475     0.013503    -0.104186
  0.00553295   -0.0136715     0.999891  -0.00181545
    0.999514   -0.0304819  -0.00651063    0.0439029
   0.0305654     0.999446    0.0131454    -0.102069
  0.00610633    -0.013338     0.999892  -0.00204914
    0.999582   -0.0284906  -0.00485973     0.032972
   0.0285404     0.999538    0.0104866   -0.0842384
  0.00455871   -0.0106209     0.999933  -0.00170849
    0.999539   -0.0299197  -0.00513714    0.0348575
   0.0299643     0.999512   0.00883183   -0.0736243
  0.00487039  -0.00898169     0.999948  -0.00193479
     0.99948   -0.0314717  -0.00701369    0.0472868
   0.0315558     0.999427    0.0122265   -0.0961168
  0.00662488   -0.0124415     0.999901  -0.00229147
    0.999581    -0.028708  -0.00371705    0.0254319
   0.0287287     0.999571   0.00562076     -0.05238
   0.0035541  -0.00572519     0.999977  -0.00160722
    0.999807   -0.0193164  -0.00356146    0.0240277
   0.0193576     0.999742    0.0119228   -0.0909001
  0.00333024   -0.0119894     0.999923  -0.00134202
    0.999781   -0.0205174  -0.00402426    0.0270963
   0.0205634     0.999719    0.0117577   -0.0899218
   0.0037819   -0.0118379     0.999923  -0.00152359
    0.999818   -0.0185707  -0.00430626    0.0287955
   0.0186221     0.999752     0.012225   -0.0919237
  0.00407816    -0.012303     0.999916  -0.00173235
    0.999844   -0.0173276  -0.00348408    0.0233787
    0.017372     0.999762     0.013161   -0.0978827
  0.00325521   -0.0132195     0.999907   -0.0012369
    0.999776   -0.0206698  -0.00446151    0.0298572
   0.0207186     0.999723    0.0111752   -0.0856996
  0.00422928   -0.0112651     0.999928  -0.00180715
    0.999865   -0.0158827  -0.00428034    0.0284533
   0.0159371     0.999789    0.0129872   -0.0953044
  0.00407317   -0.0130536     0.999907  -0.00173408
    0.999824   -0.0181817  -0.00472342    0.0313903
    0.018234      0.99977    0.0112679   -0.0849319
  0.00451746    -0.011352     0.999925  -0.00205405
    0.999886   -0.0146497  -0.00372984    0.0248389
    0.014702     0.999788    0.0144042     -0.10434
  0.00351804   -0.0144574     0.999889  -0.00134067
    0.999764     -0.02118  -0.00480301    0.0319797
   0.0212248      0.99973   0.00947118   -0.0744079
  0.00460111  -0.00957089     0.999944   -0.0021408
    0.999711   -0.0235586  -0.00473624    0.0317216
   0.0236058      0.99967    0.0101632   -0.0801382
  0.00449525    -0.010272     0.999937  -0.00194126
     0.99967    -0.025249  -0.00477349    0.0321194
   0.0253014     0.999617    0.0112503   -0.0880155
   0.0044876   -0.0113674     0.999925  -0.00175371
    0.999735   -0.0226319  -0.00431636    0.0290587
   0.0226804     0.999676    0.0115396   -0.0891074
   0.0040538   -0.0116345     0.999924  -0.00159852
    0.999875   -0.0155665  -0.00291146    0.0194934
   0.0156069     0.999775    0.0143942    -0.105396
  0.00268673   -0.0144379     0.999892 -0.000897919
    0.999838   -0.0177148  -0.00321325    0.0216052
   0.0177564     0.999752    0.0134295    -0.100448
  0.00297455   -0.0134844     0.999905   -0.0011296
    0.999793   -0.0202499  -0.00219201    0.0149289
     0.02028     0.999686    0.0146986     -0.11113
  0.00189368     -0.01474      0.99989 -0.000359073
    0.999805   -0.0194899  -0.00309029    0.0209175
   0.0195267     0.999733    0.0123447   -0.0943608
  0.00284887   -0.0124026     0.999919  -0.00109622
    0.999779    -0.020885  -0.00236123    0.0161229
   0.0209148     0.999692    0.0133849    -0.102756
  0.00208095   -0.0134314     0.999908 -0.000576605
    0.999765   -0.0215851  -0.00202978    0.0140059
   0.0216075     0.999697    0.0117814   -0.0924402
  0.00177487   -0.0118225     0.999929 -0.000488712
    0.999768   -0.0213042  -0.00314885    0.0214339
   0.0213359     0.999718    0.0104076   -0.0825701
  0.00292623   -0.0104724     0.999941   -0.0012683
    0.999657   -0.0260645  -0.00241513    0.0166744
    0.026092     0.999586    0.0121415   -0.0985037
  0.00209767   -0.0122004     0.999923 -0.000740878
    0.999759    -0.021789  -0.00273665    0.0187435
   0.0218107     0.999729   0.00819153   -0.0678538
  0.00255743  -0.00824924     0.999963  -0.00117125
    0.999728   -0.0232226  -0.00219208    0.0151662
   0.0232348     0.999713   0.00575078   -0.0521874
   0.0020579  -0.00580014     0.999981  -0.00100334
     0.99972   -0.0235666  -0.00202193    0.0140382
   0.0235731     0.999717   0.00326142   -0.0363312
  0.00194449  -0.00330817     0.999993  -0.00110054
    0.999691   -0.0248021  -0.00173085    0.0121275
   0.0248067     0.999689   0.00269518   -0.0323841
  0.00166347  -0.00273728     0.999995 -0.000887738
    0.999694     -0.02472  -0.00100088   0.00724154
   0.0247198     0.999694 -0.000172702   -0.0136923
  0.00100484  0.000147908     0.999999 -0.000602443
    0.999661   -0.0260219 -0.000141046   0.00149513
   0.0260211     0.999652  -0.00430898    0.0136937
 0.000253125   0.00430385     0.999991 -0.000143721
    0.999643   -0.0267073  -0.00116294   0.00837062
   0.0267065     0.999643 -0.000737062   -0.0101023
  0.00118221  0.000705741     0.999999 -0.000669649
     0.99968   -0.0252989 -0.000351668   0.00289803
   0.0252977     0.999675  -0.00307804   0.00491206
 0.000429425   0.00306816     0.999995 -0.000276207
    0.999633   -0.0270834  0.000303784  -0.00148914
   0.0270849     0.999603  -0.00772028    0.0354792
-9.45716e-05   0.00772567      0.99997  0.000163708
    0.999602   -0.0281418   0.00175045   -0.0112047
   0.0281553      0.99957  -0.00824921    0.0379594
 -0.00151755   0.00829522     0.999964   0.00108929
    0.999607   -0.0280164  3.13064e-05  0.000346635
   0.0280164     0.999607 -0.000279162   -0.0160557
 -2.3473e-05   0.00027993            1  1.22378e-05
     0.99969   -0.0248871  -0.00117653   0.00840099
   0.0248897     0.999688   0.00225898   -0.0310175
  0.00111994  -0.00228756     0.999997  -0.00066367
    0.999613   -0.0277272  -0.00216857    0.0150629
   0.0277424     0.999588   0.00731661   -0.0672546
   0.0019648  -0.00737394     0.999971  -0.00102228
    0.999709   -0.0240163  -0.00205836    0.0142469
   0.0240349     0.999665   0.00957779   -0.0796805
  0.00182765  -0.00962448     0.999952 -0.000750573
    0.999745   -0.0224726  -0.00240745    0.0165549
   0.0224883     0.999725   0.00669123   -0.0588842
  0.00225642  -0.00674366     0.999975  -0.00116132
    0.999506   -0.0314118 -0.000774966   0.00578583
   0.0314126     0.999506   0.00112682   -0.0281522
 0.000739188  -0.00115061     0.999999 -0.000468766
    0.999495    -0.031728   0.00199232   -0.0128184
   0.0317452     0.999453  -0.00927293    0.0422247
 -0.00169702   0.00933149     0.999955   0.00130287
    0.999921    0.0119997   0.00386386   -0.0153012
  -0.0119928     0.999926  -0.00181516    0.0178592
 -0.00388536   0.00176868     0.999991   0.00348265
    0.999939   0.00979291   0.00514844   -0.0262002
 -0.00978436     0.999951  -0.00168302    0.0157714
